Title,URL,Description,Structures Involved,Related Conditions
Dumbbell Prone Hamstring Curl,https://www.rehabhero.ca/exercise/dumbbell-prone-hamstring-curl,"DUMBBELL PRONE HAMSTRING CURL
The dumbbell prone hamstring curl is a knee flexor strengthening exercise that uses a dumbbell foot strap. Start by strapping on a dumbbell to the bottom of your foot. Lie down on your stomach. Keep the non-target leg straight during this exercise. Bend your knee to raise the weight and to contract the hamstrings muscles.
Muscles Involved:
Hamstrings
Biceps Femoris
Semitendinosus
Semimembranosus
Related Conditions:
Yoga Butt / Proximal Hamstrings Tendinitis
Posterior Chain Dysfunction
Lower Cross Syndrome
Hamstring Strain
hamstring tendinitis / hamstring calcific tendinitis
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional",,"Yoga Butt / Proximal Hamstrings Tendinitis
Posterior Chain Dysfunction
Lower Cross Syndrome
Hamstring Strain
hamstring tendinitis / hamstring calcific tendinitis
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional"
McGill Crunch,https://www.rehabhero.ca/exercise/mcgill-crunch,"MCGILL CRUNCH
This is a core strengthening exercise that modifies the conventional crunch to minimize lumbar compression. Lie down on the floor in a crook lying position but having one leg straight and the other knee bent with the foot flat on the floor. Place both hands below the small of the low back and complete a crunch by lifting your upper back off of the floor.
Muscles Involved:
Rectus Abdominis
Related Conditions:
Mechanical Low Back Pain
Acute Low Back Pain
Nonspecific Low Back Pain
Core Endurance
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional",,"Mechanical Low Back Pain
Acute Low Back Pain
Nonspecific Low Back Pain
Core Endurance
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional"
Swiss Ball Isometric Neck Flexion,https://www.rehabhero.ca/exercise/swiss-ball-isometric-neck-flexion,"SWISS BALL ISOMETRIC NECK FLEXION
The swiss ball isometric neck flexion exercise is used to strengthen the deep neck flexor muscles. Start by placing your forehead against a swiss ball that is placed at roughly head height against a wall. Lean forwards while stepping backwards and maintaining a neutral spine in the cervical, thoracic and lumbar regions. Hold for up to 30 seconds to complete a repetition.
Muscles involved:
Deep neck flexors
longus colli
longus capitis
rectus capitis anterior
rectus capitis lateralis
Related conditions:
whiplash associated disorder
neck associated disorder
upper cross syndrome
thoracic outlet syndrome
brachial plexopathy
upper trapezius myalgia
cervicogenic headaches
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional",,"whiplash associated disorder
neck associated disorder
upper cross syndrome
thoracic outlet syndrome
brachial plexopathy
upper trapezius myalgia
cervicogenic headaches
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional"
Banded Lean In Empty Can Raise,https://www.rehabhero.ca/exercise/banded-lean-in-empty-can-raise,"BANDED LEAN IN EMPTY CAN RAISE
The banded lean in empty can raise exercise is used to strengthen the muscles responsible for shoulder abduction. Start by leaning against a wall with your elbow, with the band anchored to the floor near the wall. Hold the free end of the band with an overhand grip and maintain this wrist orientation during the entire exercise. While keeping the spine in neutral alignment, abduct the shoulder to pull the band towards the ceiling. Raise the arm to roughly shoulder height and lower back down to starting position (hand starting near the front of your groin).
Muscles involved:
supraspinatus
lateral deltoid
Related conditions:
deltoid strain
supraspinatus strain / supraspinatus tear
supraspinatus tendinitis / tendonitis
rotator cuff tendonitis
dynamic shoulder instability
glenohumeral labral tear
shoulder dislocation / shoulder subluxation
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional",,"deltoid strain
supraspinatus strain / supraspinatus tear
supraspinatus tendinitis / tendonitis
rotator cuff tendonitis
dynamic shoulder instability
glenohumeral labral tear
shoulder dislocation / shoulder subluxation
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional"
Bent Over Reverse Fly,https://www.rehabhero.ca/exercise/bent-over-reverse-fly,"BANDED BENT OVER REVERSE FLY
This is a strengthening exercise to target the scapular retractors. Step on a band and bend over at the hips until your hands are at knee height. Keep the spine in neutral and the knees lightly bent. Grab both ends of the band with your hands and pull it by spreading the arms apart while keeping the elbows slightly bent. Focus on squeezing the shoulders blades back as if to squeeze a pencil between them. Keep the shoulders down and back as you complete the exercise to isolate the movement away from the upper trapezius.
Muscles Involved:
Rhomboids
Trapezius
Related Conditions:
Rounded Shoulders / Postural Exercise
Upper Cross Syndrome
Rhomboid Strain
Strength Training
Scapular Dyskinesis / Dyskinesia
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional",,"Rounded Shoulders / Postural Exercise
Upper Cross Syndrome
Rhomboid Strain
Strength Training
Scapular Dyskinesis / Dyskinesia
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional"
Incline Pigeon Pose,https://www.rehabhero.ca/exercise/incline-pigeon-pose,"INCLINE PIGEON POSE
The incline pigeon pose is a regressed version of the PIGEON STRETCH. This exercise requires an exercise bench that can be set up in a 30 to 45 degree incline. Rotate your front thigh and place your outer shin on the inclined bench so that the knee is higher than your foot. Place the other leg behind you. Drop the hip towards the ground and use your hands to support your body if needed. Keep the spine neutral to isolate the stretch to the hips. You may hinge forwards at the hips while maintaining a neutral spine to deepen the stretch. Take 3-5 deep breaths or hold for 20-30 seconds and switch sides.
Muscles Involved:
Gluteus Maximus
Gluteus Medius (posterior fibers)
Piriformis
Related Conditions:
Piriformis Syndrome
Hip Spine Syndrome
Low Back Pain
Sacroiliac Joint Syndrome
hip hypomobility
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional",,"Piriformis Syndrome
Hip Spine Syndrome
Low Back Pain
Sacroiliac Joint Syndrome
hip hypomobility
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional"
Short Foot Get Up,https://www.rehabhero.ca/exercise/short-foot-get-up,"SHORT FOOT GET UP
This is a muscle activation exercise to teach you use the intrinsic foot muscles responsible for stabilizing the medial longitudinal arch (MLA) to stabilize the foot during movement. While contracting the intrinsic muscles of the foot it is important to keep the toes relaxed and uninvolved. While keeping the calf relaxed in a seated position, pull up the MLA by doing  a SHORT FOOT. Hold this stable contraction while simultaneously standing up from a chair. Maintain the hold as you sit back down. Relax the feet and repeat as required.
Structures Involved:
Intrinsic Foot Muscles
Medial Longitudinal Arch
Tibialis Posterior
Related Conditions:
Flat Feet / Pes Planus
Lower Kinetic Pain Syndrome
Plantar Fasciitis
Medial Tibial Stress Syndrome
Tibialis Posterior Tendinopathy
Posterior Shin Splints
Functional Over Pronation of Medial Longitudinal Arch
Squat Warm Up
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional","Intrinsic Foot Muscles
Medial Longitudinal Arch
Tibialis Posterior","Flat Feet / Pes Planus
Lower Kinetic Pain Syndrome
Plantar Fasciitis
Medial Tibial Stress Syndrome
Tibialis Posterior Tendinopathy
Posterior Shin Splints
Functional Over Pronation of Medial Longitudinal Arch
Squat Warm Up
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional"
Staggered Romanian Deadlift,https://www.rehabhero.ca/exercise/staggered-romanian-deadlift,"STAGGERED ROMANIAN DEADLIFT
The staggered romanian deadlift or staggered RDL is an exercise that strengthens the muscles of the posterior chain. Start by standing with one foot in front of the other and a weight in one hand. The target leg is the front leg which will be opposite to the hand holding the weight. Keep the core braced as you hinge forwards with a soft bend in both knees. Hinge the body until your hands reach mid-shin level. Straighten out the hips to return to starting position.
Muscles involved:
hamstrings
functional back line
latissimus dorsi
gluteus maximus
erector spinae
Related conditions:
sacroiliac joint syndrome
lumbar facet syndrome
QL strain
oblique strain
erector strain
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional",,"sacroiliac joint syndrome
lumbar facet syndrome
QL strain
oblique strain
erector strain
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional"
Bottoms Up Kettlebell Floor Press,https://www.rehabhero.ca/exercise/bottoms-up-kettlebell-floor-press,"BOTTOMS UP KETTLEBELL FLOOR PRESS
This exercise uses a kettlebell to work on shoulder stability. Start by lying down on your back with your knees bent or straight (your preference). Hold a kettlebell in a bottoms up position and complete a FLOOR PRESS motion.
Structures Involved:
Pectoralis Major
Pectoralis Minor
Anterior Deltoid
Triceps Brachii
Rotator Cuff
Glenohumeral Joint
Related Conditions:
AC Joint Sprain (Late Stage Recovery)
Pectoralis Strain (Non-acute)
Shoulder instability
Rotator cuff tear / rotator cuff strain
Rotator cuff tendinitis
Shoulder impingement
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional","Pectoralis Major
Pectoralis Minor
Anterior Deltoid
Triceps Brachii
Rotator Cuff
Glenohumeral Joint","AC Joint Sprain (Late Stage Recovery)
Pectoralis Strain (Non-acute)
Shoulder instability
Rotator cuff tear / rotator cuff strain
Rotator cuff tendinitis
Shoulder impingement
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional"
Straight Bar PNF Wrist Pronation,https://www.rehabhero.ca/exercise/straight-bar-pnf-wrist-pronation,"STRAIGHT BAR PNF WRIST PRONATION
The straight bar pnf wrist pronation exercise is a proprioceptive neuromuscular facilitation exercise used to stretch the wrist supinators. Start by holding onto a straight bar cable attachment or a clubbell with an overhand grip. Allow the weight of the bar to rotate your wrist into pronation to stretch the supinators and hold for 5-7 seconds. Place your free hand on the top surface of the end of the bar. Rotate the wrist into supination using the free hand to block the movement. Hold an isometric contraction for 5 seconds and relax to deepen the stretch. Repeat as required.
Structures involved:
Supinator
Biceps Brachii
Related conditions:
PIN entrapment (posterior interosseous nerve entrapment)
tennis elbow / lateral epicondylitis
wrist impingement
dynamic wrist instability
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional","Supinator
Biceps Brachii","PIN entrapment (posterior interosseous nerve entrapment)
tennis elbow / lateral epicondylitis
wrist impingement
dynamic wrist instability
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional"
Lateral Shoulder Distraction,https://www.rehabhero.ca/exercise/lateral-shoulder-distraction,"LATERAL SHOULDER DISTRACTION
This is a shoulder mobility exercise. Anchor one end of a thick strength band to a stable pull up bar or object. Loop the free end around your wrist with your arm raised up beside you to shoulder height. Lean to the side & away from the band while relaxing the shoulder muscles. Let gravity stretch the muscles of the shoulder.
Joint Involved:
Glenohumeral Joint
Related Conditions:
Frozen Shoulder
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional",,"Frozen Shoulder
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional"
Leaning Lats Stretch,https://www.rehabhero.ca/exercise/leaning-lats-stretch,"LEANING LATS STRETCH
This stretch can be done lightly prior to working out to increase overhead mobility in externally rotated shoulder positions. Use an underhand grip to grab a racked barbell or handrail with your target side’s arm. Reinforce the grip using your other hand. Lean back with the hips and downwards with the torso to stretch out the shoulder and back.
Muscles Involved:
Latissimus Dorsi
Back Functional Line
Related Conditions:
Latissimus Dorsi Strain
Mechanical Low Back Pain
Non-Specific Low Back Pain
Shoulder Pain
Shoulder Impingement
Rotator Cuff Tear
Sacroiliac Joint Pain
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional",,"Latissimus Dorsi Strain
Mechanical Low Back Pain
Non-Specific Low Back Pain
Shoulder Pain
Shoulder Impingement
Rotator Cuff Tear
Sacroiliac Joint Pain
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional"
Single Leg Floor Taps,https://www.rehabhero.ca/exercise/single-leg-floor-taps,"SINGLE LEG FLOOR TAPS
This is a dynamic warm up exercise specific but not limited to runners. Hold one leg by grabbing it just above the ankle with the knee flexed and keep the other knee straight. Bend over to tap the floor with your free hand. Alternate sides and repeat.
Muscles Involved:
Hamstrings
Quadriceps
Related Conditions:
Running Warm Up
Strength and Conditioning
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional",,"Running Warm Up
Strength and Conditioning
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional"
Dowel Floor Swipe,https://www.rehabhero.ca/exercise/dowel-floor-swipe,"DOWEL FLOOR SWIPE | DOWEL FLOOR SWEEP
This is a thoracic mobility exercise that utilizes a dowel. Start by kneeling on a cushioned surface. Sit your buttock back onto your heels and hold the far ends of the dowel. Slowly rotate the torso as your glide one end of the dowel across the floor.
Structures Involved:
Thoracic Spine
Multifidus
Obliques
Rotatores Brevis
Rotatores Longus
Related Conditions:
Thoracolumbar Syndrome
Cervicothoracic Junction Dysfunction
Costovertebral Irritation / Costotransverse Irritation
Exercise Equipment:
Click to buy
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional","Thoracic Spine
Multifidus
Obliques
Rotatores Brevis
Rotatores Longus","Thoracolumbar Syndrome
Cervicothoracic Junction Dysfunction
Costovertebral Irritation / Costotransverse Irritation
Exercise Equipment:
Click to buy
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional"
Banded Bulb Grip Curls,https://www.rehabhero.ca/exercise/banded-bulb-grip-curls,"BANDED BULB GRIP CURLS
This is a progressed version of the BULB GRIP CURL that utilizes a kettlebell for grip strength training. Grip onto a kettlebell by feeding your hand through the loop and holding onto the base of the weight. Loop a band around the handle of the kettlebell and step on it to provide additional resistance. Keep the elbow aligned directly below your shoulder and curl the weight by flexing the elbow to full range.
Muscles Involved:
Biceps Brachii
Brachialis
Common Wrist Flexors
Flexor Digitorum Superficialis
Flexor Digitorum Profundus
Related Conditions:
Biceps Tendinitis
Golfer’s Elbow
Biceps Strain
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional",,"Biceps Tendinitis
Golfer’s Elbow
Biceps Strain
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional"
Shoulder Tap Half Push Up,https://www.rehabhero.ca/exercise/shoulder-tap-half-push-up,"SHOULDER TAP HALF PUSH UP
This is a regressed version of the PUSH UP SHOULDER TAP exercise. Start on your hands and knees and complete a push up. Then lift one hand off the floor to tap the opposite shoulder without twisting or shifting the pelvis or spine. Alternate sides before completing your next push up.
Muscles Involved:
Deltoids
Core
Pectoralis Major
Related Activities:
Strength and Conditioning
HIIT
Tabata Training
Cardio
Calisthenics
Circuit Training
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional",,
3 Month Prone,https://www.rehabhero.ca/exercise/3-month-prone,"3 MONTH PRONE
The goal of this exercise is to build thoracic stability through the serratus anterior rhomboid complex at the T4 region. Start by lying down on your stomach with your elbows are ear height. Press downwards into the floor using your fingers, palms, forearms, and elbows. Raise the trunk off the floor but keep the pelvis planted on the floor and legs relaxed. Focus on raising the thoracic spine in neutral without flexing it as you protract your scapula. Hold for up to 30 seconds, rest for 5-10 seconds and repeat as needed.
Muscles Involved:
Serratus Anterior
Rhomboids
Related Conditions:
Neck Associated Disorder
Whiplash Associated Disorder
Rib Joint Pain
Cervicogenic Headache
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional",,"Neck Associated Disorder
Whiplash Associated Disorder
Rib Joint Pain
Cervicogenic Headache
Sign up to be the first to find out when we add new exercise videos, amenities, and more. We respect your privacy and will never share your information with any third-party vendors.


Terms and ConditionsPrivate Policy FAQs
woodbine@rehabhero.casheppard@rehabhero.caPhone: 1+(647) 947-9491Fax: 1+(647) 370-6540
The information in this site is not intended nor implied to be a substituted for professional medical advice, diagnosis or treatment. All content, including text, graphics, images, videos, and information, contained in this site is for general information purposes only and does not replace a consultation with your own doctor/health professional"
